id,userName,score,content,reviewDate,thumbsUpCount,sentiment
653,Dilip Chandarana,5,sir my whatsapp had been CLOSED pl unban it.i have not violated any terms and conditions.i am a senior citizen.pl helpb,2025-06-13 12:02:12,0,Neutral
654,Moneye Mutmainah,2,I so much liked this app until the recent updates the new layout of status especially and I also think you should improve on the outcome of the quality of pictures and videos when posted🤧.,2025-06-13 12:02:11,1,Positive
655,HPsingh Sharawat,5,excellent,2025-06-13 12:01:46,0,Positive
656,Darmpal Verma,5,Naice App,2025-06-13 12:01:30,0,Neutral
657,Cjb Brown,2,My WhatsApp just stop opening for no good reason.. I updated it everyday,2025-06-13 12:01:30,0,Negative
658,Amarachi Emeka,5,It's not working on my phone,2025-06-13 12:00:49,0,Neutral
659,Nina Uysalcan,1,"since the new update , I can't send files that are out of my internal storage, this wasn't happening before, even I move the file to internal storage , can't send it too ...saçmalık, saçmalık, saçmalık... why, explain?",2025-06-13 12:00:32,0,Neutral
660,Michelle Denilson,2,The app is nice but why always reducing quality of a status post,2025-06-13 11:59:58,0,Positive
661,hardy O'Conner,1,there's something seriously wrong with this app these days. I changed phones and downloaded WhatsApp from the google playstore and the app still asks me to download official app. this has happened too often,2025-06-13 11:59:58,0,Negative
662,Alaa,1,App is making in-app sounds even when my phone is on mute!!! E.g. it makes a sound when i click the mic button to record a voice message,2025-06-13 11:59:48,4,Positive
663,Renuka Gunti,5,nice,2025-06-13 11:59:33,0,Positive
664,Wisdom Udofia,1,Wow,2025-06-13 11:59:00,0,Neutral
665,Wonderous Mapanga,5,Excellent service,2025-06-13 11:58:40,0,Positive
666,Sandeep Bhangu,5,best,2025-06-13 11:57:51,0,Positive
667,Snakele Prayer,5,Great and fast especially meta AI,2025-06-13 11:57:33,0,Positive
668,Mohammad Asif Ahmadzai,4,"Please WhatsApp team add a channel customization part to WhatsApp, cause we can't control what WhatsApp shows us, I'm a family man and I can't see the hilarious content and the bad content coming through my phone, so kindly add this section where I can see from what area I can see the channels. Thanks",2025-06-13 11:57:24,4,Positive
669,Nosayaba Sylvia,1,the status are having fault,2025-06-13 11:57:14,0,Neutral
670,Shaheeda Khan,5,bhaiji sabse badiya app hai,2025-06-13 11:56:59,0,Neutral
671,Ajay Chouhan,5,nice,2025-06-13 11:56:51,0,Positive
672,Sarjan Gauda,5,love it...,2025-06-13 11:56:16,0,Positive
673,Lareefa Rasheed,5,good,2025-06-13 11:55:58,0,Positive
674,Raaja Kumar,5,"I am using it since more than 15 years it is easy to communicate messages, group audio & video talking. I like whatsapp.",2025-06-13 11:55:53,0,Positive
675,Sevantilal Shah,1,I install application but not working properly show this message unofficial app,2025-06-13 11:55:35,0,Neutral
676,Imtyaz Ansari,5,good,2025-06-13 11:54:27,0,Positive
677,Balveer Singh,5,👍 👍 👍 👍 👍,2025-06-13 11:53:59,0,Neutral
678,shahmurad 321,1,otp cod not riseve,2025-06-13 11:53:58,0,Neutral
679,uzma khan,1,it doesn't even deserve that,2025-06-13 11:53:45,0,Neutral
680,Bilal Bilal,5,👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼👍🏼,2025-06-13 11:53:24,0,Neutral
681,Amarachi rejoice,1,"Amazing app I must say,love every single thing about this app.",2025-06-13 11:52:54,0,Positive
682,Saillu Gollori,5,super,2025-06-13 11:52:46,0,Positive
683,Nina M,1,there's a sound when I start a voice message or send it. every setting is set to silent. phone and whatsapp. I don't get notification. still suddenly the sound for voice messages appeared and I can't get rid of it. annoying.,2025-06-13 11:51:01,0,Neutral
684,Lukman Lawal salisu,5,very nice,2025-06-13 11:49:33,0,Positive
685,Rosely Ann Jacob,5,"the app is great, super user friendly and makes staying connected with friends and families.",2025-06-13 11:49:01,0,Positive
686,Noorullah Ahmadi,5,great,2025-06-13 11:48:03,0,Positive
687,Shivan Kumar,5,good app to connect with,2025-06-13 11:47:53,0,Positive
688,Rohit khanna,5,good,2025-06-13 11:47:53,0,Positive
689,Madoori Kiran,1,Otp not received for virification,2025-06-13 11:47:44,0,Neutral
690,Komal Shahrukh,5,Good,2025-06-13 11:45:13,0,Positive
691,Abdul jabbar,4,so nice 👍🏻 very very good app❤️🥰🥰,2025-06-13 11:44:25,2,Positive
692,Krishan Kumar Gupta,5,I lost my previous mobile. so can I recover data from 1/4/2024,2025-06-13 11:43:54,1,Negative
693,शिक्षा ज्ञान,5,true application,2025-06-13 11:43:39,0,Positive
694,Tanny Shaun,1,"Im having challenges with verifying my number l have tried several times and since yesterday even after verification it keeps logging me off and l find it annoying..You as Meta should ask yourself why most people would prefer the unofficial app to this official..if you really read all reviews you would know by now that we want privacy,l want to create my own theme and be able to do anythng freely when it comes to the appearance of my whatsapp and also privacy",2025-06-13 11:43:18,0,Positive
695,Abubakar Mustafa,5,Good,2025-06-13 11:43:02,0,Positive
696,Nik Thakor,1,whatsapp status quality very bad I'm before uploading hight quality video and after quality very down 👎,2025-06-13 11:42:43,0,Negative
697,Krishna Tiwari,5,very good,2025-06-13 11:42:18,0,Positive
698,Pooja Singh,5,mst app h,2025-06-13 11:41:59,0,Neutral
699,Baku Bakuu,5,Vaçap,2025-06-13 11:41:06,0,Neutral
700,Aaira Khan,5,nice,2025-06-13 11:41:02,0,Positive
701,MD Mustkim,5,so cute,2025-06-13 11:40:49,0,Positive
702,Shinra Xtg,4,pretty good messanging app 👏,2025-06-13 11:40:14,0,Positive
703,K Kannayya,1,nice 👍 ok,2025-06-13 11:39:43,0,Positive
704,Chris Russell,1,there's nothing new here l have been banned countless times it's useless,2025-06-13 11:38:34,0,Negative
705,Jayprakash Prajapati,5,nice,2025-06-13 11:38:06,0,Positive
706,Abel XO,5,I need to install WhatsApp,2025-06-13 11:37:53,0,Neutral
707,Bujh Balok Rabbi,1,Not good,2025-06-13 11:37:36,0,Negative
708,Bryan Billiones,1,Ang pangit toto lng,2025-06-13 11:34:02,0,Neutral
709,Ratna Ajay,5,super,2025-06-13 11:33:52,0,Positive
710,Shafaq Usman,5,good,2025-06-13 11:32:11,0,Positive
711,Safatullah,3,not good,2025-06-13 11:31:33,0,Negative
712,Ernest Chola,3,It's fair,2025-06-13 11:29:29,0,Positive
713,hasnain khalid,1,old data not recove,2025-06-13 11:29:04,0,Neutral
714,Rahul Pathak,5,good,2025-06-13 11:28:45,0,Positive
715,abu muhammad obaid,1,"I'm extremely disappointed with the new Channels feature in WhatsApp. The Updates tab is now filled with inappropriate and adult content that I never subscribed to. It's frustrating and disturbing, especially when these appear next to my friends' statuses. There is no option to permanently hide or block such channels. WhatsApp must give users full control over what they want to see. Please fix this immediately!",2025-06-13 11:27:28,0,Neutral
716,MD JAFAR,5,This is very useful,2025-06-13 11:27:19,0,Positive
717,Anna Wartmann,4,Could you please make it possible to delete the channels? They are just in the way.,2025-06-13 11:27:07,35,Neutral
718,Almand Shah,1,fitur lagu di status tidak di sediakan pada saya.,2025-06-13 11:26:58,0,Neutral
719,Hani Arain,5,nice 🙂 app,2025-06-13 11:26:57,0,Positive
720,Kiyo Lizee,5,"Fast, reliable, and easy to use. Perfect for staying connected with family and friends. Never had major issues—just works.",2025-06-13 11:26:18,1,Positive
721,Sanni Saidu,5,it make me happy especially the day I need money,2025-06-13 11:26:06,0,Positive
722,Pardon Macha,5,this app is a very nice app,2025-06-13 11:25:32,0,Positive
723,Rupali Sangle,1,bogas,2025-06-13 11:25:22,0,Neutral
724,Pavan Ambal,5,super cute nice,2025-06-13 11:25:13,0,Positive
725,Ruhalath Beevi,5,we have only nessenger app is this in my country india so iit is good,2025-06-13 11:24:49,0,Positive
726,Santosh Choudhury,5,good,2025-06-13 11:22:46,1,Positive
727,Thabang Mokomane,5,This one of the best apps ever 🥰😍,2025-06-13 11:22:36,0,Positive
728,Mudasir Khan,5,excellent,2025-06-13 11:22:33,0,Positive
729,Hasibul Hasan,5,"WhatsApp is a simple, secure, and ad-free messaging app that makes it easy to stay connected with anyone, anywhere in the world.",2025-06-13 11:21:16,1,Positive
730,mziwethu Nqayi,5,this is an amazing app,2025-06-13 11:20:37,0,Positive
731,Phoebe Audu,5,Wonderful,2025-06-13 11:20:26,0,Positive
732,Laxmip Laxmip,4,good,2025-06-13 11:19:49,0,Positive
733,Fufa Ji,5,bad👎,2025-06-13 11:19:41,0,Neutral
734,Dilp kumar Chaudhary Chaudhary,5,फिर से रजिस्टर करते समय SMS से मिलने वाले OTP के ज़रिए पिन ऐसे रीसेट करें#,2025-06-13 11:19:10,0,Neutral
735,Beloved Ayanfe,5,Nice,2025-06-13 11:17:10,0,Positive
736,Kshirad Naik,5,nice,2025-06-13 11:17:03,0,Positive
737,SANDEEP SANDEEP,1,show my watsapp,2025-06-13 11:16:12,0,Neutral
738,Tamanna Islam,4,"Dear WhatsApp Support Team, I would like to report a serious issue with the call history timeline in WhatsApp. The call logs are not appearing in correct chronological order. For example, a call made on **24 May** is shown **between calls from 14 and 15 May**, instead of appearing after them. This is not just a minor bug — it has real-life consequences. Such misplacement can cause misunderstandings, unnecessary arguments, and even trust issues in personal relationships.",2025-06-13 11:16:01,0,Negative
739,Akash Chaurasiya,1,Status upload quality bad in all prefer (standard or hd quality). I think this error will correct as soon as possible.,2025-06-13 11:15:27,0,Negative
740,Faadumo Maxamed,4,what's app,2025-06-13 11:15:18,0,Neutral
741,Vikash yadav,5,best,2025-06-13 11:14:37,1,Positive
742,Diya Tyagi,5,fantastic 😍,2025-06-13 11:14:34,0,Positive
743,Raja Raja,5,mera what's app hack ho gaya hai,2025-06-13 11:14:19,0,Neutral
744,Bausaki Kumar,5,"whatsapp open nahi ho raha hai sorry , sorry",2025-06-13 11:14:17,0,Negative
745,Uday Chaudhary Ji,3,my WhatsApp is not logging OTP is not coming please help me,2025-06-13 11:13:56,0,Neutral
746,Kamakshi Malik,4,"Respected authorities of WhatsApp, your application is absolutely amazing in terms of contacting friends and family, but from past 2 days my account is being banned for absolutely no reason and this is the fifth time that it got banned, i request you to kindly fix this problem. Otherwise your app is doing great. i hope you'll look through this",2025-06-13 11:13:29,0,Positive
747,Samiul Pramanik,5,good 😊,2025-06-13 11:13:24,0,Positive
748,Pierre Groenewald,5,👍👍,2025-06-13 11:13:18,0,Neutral
749,Anjali anju,4,Inform update before,2025-06-13 11:12:57,0,Neutral
750,GM TARIKUL ISLAM TAREEQ,5,Very Good 👍,2025-06-13 11:12:14,0,Positive
751,kunj Yadav,1,nice,2025-06-13 11:12:08,0,Positive
752,Bandana Majumder,5,awesome sala,2025-06-13 11:11:53,0,Positive
753,Praise Rf,3,great app so far,2025-06-13 11:11:11,0,Positive
754,Saratu Umar,5,"I really appreciate this application for everything you have did, to me, it's is very good",2025-06-13 11:11:02,1,Positive
755,Akash Randhawa,5,nice app ☺️👍 good job,2025-06-13 11:11:00,0,Positive
756,md emon,5,nice,2025-06-13 11:10:54,0,Positive
757,Vestina Alick Nkhata Botha,5,Chatting with friends,2025-06-13 11:10:10,0,Neutral
758,Uche Favour,5,when I open WhatsApp they say update,2025-06-13 11:09:32,0,Neutral
759,Nancy Twambo,5,I love whatsapp it is private,2025-06-13 11:08:29,0,Positive
760,Wan Mn,5,Excellent,2025-06-13 11:08:15,0,Positive
761,Peneil Buabeng,2,U love it,2025-06-13 11:07:55,0,Positive
762,Sanwal Khan,5,this is very nice app to chat every time,2025-06-13 11:07:40,0,Positive
763,Matthewprabakaran Vincy,5,good,2025-06-13 11:06:34,0,Positive
764,Hamu Muzika,4,it is very fast for communication,2025-06-13 11:06:27,0,Positive
765,Puledi Ramaphala,1,very bad it can't update the whatsapp and I've deleted other app for space,2025-06-13 11:05:25,0,Negative
766,Akhtar Ali,4,Nice app,2025-06-13 11:05:19,0,Positive
767,Sunita Kumari,5,थैंक यू व्हाट्सएप,2025-06-13 11:04:46,0,Neutral
768,Melvyn Colaco,1,WhatsApp information sync with Google Contacts is a pain in the neck.,2025-06-13 11:04:10,0,Neutral
769,Casey Wekako,5,I really love this app,2025-06-13 11:04:06,0,Positive
770,Aaron Phiri,5,My number doesn't verify on this WhatsApp,2025-06-13 11:03:52,0,Neutral
771,Charles Njenga,5,I prefer what app on chats,2025-06-13 11:03:23,0,Neutral
772,sarfaraz ahmad,1,"Hello Team Whatsapp I am writing to report that my WhatsApp account has been incorrectly banned due to third Party app. I understand that WhatsApp has policies in place to ban accounts that violate its terms, but I am confident that my account was banned by mistake. I request that you review my account and reinstate it as soon as possible. I am committed to following WhatsApp's policies and will take all necessary steps to prevent any future violations. Please find below the details of my accoun",2025-06-13 11:03:00,0,Neutral
773,Ismail muhammad Tahir,5,very very nice & good to me,2025-06-13 11:02:49,0,Positive
774,Sharada Devi,3,good,2025-06-13 11:02:45,0,Positive
775,Abigail Archibong,5,Please don't lock 🔓 my what's app again please,2025-06-13 11:02:04,0,Neutral
776,shayan Khan,5,good,2025-06-13 11:02:03,1,Positive
777,juoniter kungu,3,it has an issue in update,2025-06-13 11:02:01,0,Neutral
778,Jimii Cket,3,Bgus,2025-06-13 11:01:52,0,Neutral
779,Minakshee Narayankar,4,Please add a feature to hide dp from selected people and keep it visible to everyone. I know there is an option to hide from some people but that limits dp to only contacts. If you could add a feature to hide dp without limiting it to contacts that would be great.,2025-06-13 11:01:15,0,Positive
780,Reshma Sajayan,5,Very good app,2025-06-13 11:00:38,0,Positive
781,MD Nijam,4,nice,2025-06-13 10:59:17,0,Positive
782,Ashish Kumar,5,hi bro,2025-06-13 10:58:40,0,Neutral
783,carla mateos,4,Es una herramienta de trabajo,2025-06-13 10:58:25,0,Neutral
784,Anyim Chika,1,Please I need some support my whatsapp always gets spammed and now when I wanted to verify my number the next thing they told me is that I need the official whatsapp what does this mean please help me,2025-06-13 10:58:11,0,Negative
785,Demore skipper,5,META🔂,2025-06-13 10:58:08,0,Neutral
786,Hope Mulenga,5,Very good 👍,2025-06-13 10:58:05,0,Positive
787,Jephthah Onarimi,4,If I'm to post on my status or share a media file WhatsApp doesn't access my entire gallery. it only displays selected parts of the gallery hence I'm forced to go directly to gallery and share from there please work on this,2025-06-13 10:57:48,0,Neutral
788,Ali Hamza,5,Nice one,2025-06-13 10:57:26,0,Positive
789,Tapu mondol,5,this app is really amazing,2025-06-13 10:56:59,0,Positive
790,John Pang,5,"very good,",2025-06-13 10:56:39,0,Positive
791,Manju Devi,5,accha hai,2025-06-13 10:56:32,0,Neutral
792,Siji As,5,most usebel,2025-06-13 10:54:11,0,Positive
793,Honor Able,1,Tolong akun saya dalam 2 minggu terblokir 3x. Ini sangat mengganggu pekerjaan saya.,2025-06-13 10:54:04,0,Neutral
794,Amandeep Singh,5,thank you,2025-06-13 10:53:36,0,Neutral
795,Joda Jb,5,this app is amazing and make life easier for communication,2025-06-13 10:53:27,0,Positive
796,Marble mozaic,1,nkt open tthis my account,2025-06-13 10:53:05,0,Neutral
797,Dev Sharma,5,"please add reel options like youtube, please add and make money to this reel option",2025-06-13 10:52:06,0,Neutral
798,M Mumtaz,5,sanauall,2025-06-13 10:52:03,0,Neutral
799,Azaan Wattoo,3,Amazing and very helpful 🥰😘,2025-06-13 10:51:28,0,Positive
800,Ali Khan,5,nice one,2025-06-13 10:50:51,0,Positive
801,Imran Ali,4,very good,2025-06-13 10:50:27,0,Positive
802,Shreya Maity,5,"Awesome, Actually updated whatsapp is too good",2025-06-13 10:48:57,0,Positive
803,Jyoti Tiwari,5,good experience,2025-06-13 10:48:56,0,Positive
804,New Generations,1,"1. After the call is connected and within 10 seconds I get a poor connection error every time. Every time I get this poor connection error, after some time I am able to get back to the call automatically. This happens every time. This is a big bug. 2. How to turn off emoji reactions in images and messages in chat? This is a huge headache for me. Every time it pops up and interrupts my normal chat. This is one of the worst feature ever introduced by WhatsApp...",2025-06-13 10:48:50,16706,Neutral
805,Habiller Dress cod,5,Good,2025-06-13 10:48:50,0,Positive
806,Gunjan Jha,1,Why you baning my whatsapp group i have to share data to my company staff you banned my group I have to share data after 5 hours so open my group until 5 hours if not you opennwd in 5 hours I case on your foundation,2025-06-13 10:48:38,0,Neutral
807,Babulal M,1,In previous day my whatsapp has been locked but i didn't know nothing i do the wrong terms and conditions so please apology my this request and rectify my problem,2025-06-13 10:48:17,0,Negative
808,Arif Khan,5,thank you,2025-06-13 10:47:44,0,Neutral
809,Suresh Chouhan,1,"remove button the ""Read all """,2025-06-13 10:47:40,0,Neutral
810,Rajib Banchiary,5,good,2025-06-13 10:46:09,0,Positive
811,James Lowe,2,forced update by stopping the app,2025-06-13 10:46:01,0,Negative
812,Kiran Miglani,5,Wonderful,2025-06-13 10:45:21,0,Positive
813,Catherine,1,Forcing Meta AI on us all with no option to return off or hide is pathetic.,2025-06-13 10:44:12,0,Negative
814,khudadost khudadost,5,whatsap was banned my account daily why please check this issue and solve it.if you are new then you don't install Whatsapp please 🥺 carefully ❤️.,2025-06-13 10:44:11,0,Neutral
815,Y Yty,4,ok,2025-06-13 10:43:15,0,Positive
816,MISTR BADSA BADSA,5,MOiN khan ha mere ku achlga,2025-06-13 10:41:50,0,Negative
817,Yaso G,1,please help me my whatsapp account recently banned please solve this problem,2025-06-13 10:41:41,0,Neutral
818,Muhammad Ssenfuka,4,definitely wonderful,2025-06-13 10:41:25,0,Positive
819,Shamim Din,5,fantastic,2025-06-13 10:41:06,0,Positive
820,Ateelish Elish,2,How to get without simcard,2025-06-13 10:41:02,0,Neutral
821,Nokwanda Slindile,1,Quit disappointed because since yesterday I was trying to download whatsapp app but I couldn't and busy telling me that I need official WhatsApp,2025-06-13 10:40:01,0,Negative
822,Ch Tayyab,5,Nice,2025-06-13 10:39:07,0,Positive
823,Mahesh dabad Ahir,5,good,2025-06-13 10:38:22,0,Positive
824,M . L,1,Can't even refresh chats anymore. Useless app.,2025-06-13 10:37:47,103,Negative
825,Hri Day,1,Such a pathetic 🥲. takes every information from common peoples.,2025-06-13 10:37:14,0,Negative
826,Uma Bhatnagar,5,good,2025-06-13 10:36:41,0,Positive
827,Nitu Kumari,4,good,2025-06-13 10:36:12,0,Positive
828,Md Jahid,5,Best,2025-06-13 10:36:06,0,Positive
829,Anitha Bolli,1,not satisfied..😒😒,2025-06-13 10:35:16,0,Neutral
830,Swathi Veduruparthi,5,super,2025-06-13 10:34:12,0,Positive
831,Nagendra Naga,5,Good 😊,2025-06-13 10:32:41,0,Positive
832,Priyanshu Kumar,5,Good morning,2025-06-13 10:32:00,0,Positive
833,Rakesh Rakesh,5,exclent,2025-06-13 10:30:14,0,Neutral
834,Subhash Yadav,5,good,2025-06-13 10:29:56,0,Positive
835,Sadia Faraz,1,"it's fake,,, scame.",2025-06-13 10:29:33,0,Negative
836,Mhiz Precious,5,very good,2025-06-13 10:29:09,0,Positive
837,Kanwingi Joseph kagina,4,good 👍,2025-06-13 10:28:59,0,Positive
838,Helen Jones,1,I see no reason why you go about banning number that are linked to non criminal record I expected better from meta,2025-06-13 10:27:37,0,Neutral
839,Musaddaq Moon,1,"As soon as I updated WhatsApp, the Face Beauty feature disappeared from my app. This was a very useful feature, especially during video calls — it made the face look clear and presentable. Removing this option is a bad decision and extremely disappointing. I strongly request the WhatsApp team to bring back the Face Beauty feature immediately. Taking away user convenience is not acceptable!",2025-06-13 10:26:43,0,Neutral
840,Naeem ahmad Saleh,1,I try so many many time to setit up its still not doing any thing why why its not working if somebody ells its ok you help them but me i dont get no help never never you guys dont care at all. no body care,2025-06-13 10:25:21,0,Positive
841,Rosalinda Santos,5,am ris fec gusto ko kumita pra sa asawa ko istrok,2025-06-13 10:25:18,0,Neutral
842,Sukhbinder Bedi,5,good,2025-06-13 10:23:24,0,Positive
843,Kitoko Money,5,Good,2025-06-13 10:22:25,0,Positive
844,T Hussain,5,yes baby,2025-06-13 10:22:05,0,Neutral
845,Deepak Thakur,4,It is a best aap it is verry fast and top app,2025-06-13 10:21:34,0,Positive
846,Saroj Subba,5,good app,2025-06-13 10:21:26,0,Positive
847,Jan Nthebe,5,"It has everything I need, it makes my life easier",2025-06-13 10:19:54,1,Neutral
848,Nishay Booysen,1,because when I got in my whatsapp it go out for no reason,2025-06-13 10:19:36,0,Neutral
849,Md sarfe Alam,4,nice app,2025-06-13 10:19:35,0,Positive
850,Ju Elsha,4,"Hi team I have reseve the following message this account can no longer use whatsapp, please help me to fix this problem thank you",2025-06-13 10:18:43,0,Neutral
851,Arnav Kapoor,5,Nice and smooth,2025-06-13 10:18:00,0,Positive
852,Sanjeev Kumar,5,very good,2025-06-13 10:17:57,0,Positive
853,Rubina sayyed,5,just awesome,2025-06-13 10:17:52,0,Positive
854,FGMSL FGMSL,5,I don't know if is possible that you add this option to group permission where members don't just tag the group to their status unless the permission allows then to do so...,2025-06-13 10:17:23,0,Neutral
855,Raji Mol,5,Good,2025-06-13 10:16:33,0,Positive
856,Anelly Daka,1,Good,2025-06-13 10:16:02,0,Positive
857,Sakaldip Singh,5,this is most time pass app ❤️‍🩹🧿,2025-06-13 10:15:37,0,Positive
858,Manoj Bhatt,4,no gud mor,2025-06-13 10:14:54,0,Neutral
859,Sushil Choudhary,5,good,2025-06-13 10:13:04,0,Positive
860,Naeem Diwan,3,"Need more feature updates in a whatsapp channel, as this is now our primary source of income..",2025-06-13 10:12:55,0,Positive
861,Connect,5,I'm going to know why they block my WhatsApp messages,2025-06-13 10:12:26,0,Neutral
862,Sayyar Ahmed Khan,5,please add a option to hide or show whatsapp chennal,2025-06-13 10:11:56,0,Neutral
863,Furqan 125,5,Nice app,2025-06-13 10:11:27,0,Positive
864,Ashan Shanuka,5,Good,2025-06-13 10:11:11,0,Positive
865,Adedeji Abdulhakeem,4,Best message app ever,2025-06-13 10:10:57,0,Positive
866,trisha sharma,5,not good,2025-06-13 10:10:49,0,Negative
867,Pratik 1215,1,"I'm seriously disappointed with WhatsApp. My number was suddenly banned without any warning or proper explanation. I tried emailing support multiple times, but got no reply. This is unfair and frustrating I’ve used WhatsApp for years without breaking any rules! There's no way to contact a human, and the automated system just ignores users. We trust this app for important communication, and this is how users are treated? Pathetic support. At least give users a chance to explain. Do better, Wtsap",2025-06-13 10:10:39,0,Negative
868,Manisha Bordoloi,5,Its very good app,2025-06-13 10:10:38,0,Positive
869,Rita Oram,5,WhatsApp new launch app with transformer WhatsApp is so amazing,2025-06-13 10:10:20,0,Positive
870,Kalyana Sundaram,1,Every day there is a pop up message showing voice chat in any of the groups. Please deactivate this option as senior people don't know how to stop it and there's no control to end voice chat by the admins. It's irritating. Please stop voice chats in groups,2025-06-13 10:09:35,1,Negative
871,Ishani Saha,5,very good experience for me!! you will love this app,2025-06-13 10:08:03,0,Positive
872,PRABHU RAM BHATTI,5,exp.ok,2025-06-13 10:06:22,0,Neutral
873,SHORYA KUMAR,3,dekhta hu,2025-06-13 10:05:40,0,Neutral
874,Isaac Ngona,5,Becouse it has voice massage and whats app.massage video call,2025-06-13 10:04:18,0,Neutral
875,gta Rashid khan,1,this is not private,2025-06-13 10:03:37,0,Neutral
876,Jinugu Chandrashekar,5,nice,2025-06-13 10:02:40,0,Positive
877,Nishat Khan,5,good,2025-06-13 10:02:36,0,Positive
878,Rasel Ali,5,good,2025-06-13 10:02:14,0,Positive
879,Rafia Shaikh,1,my seven year old no is banned pls help,2025-06-13 10:02:11,0,Neutral
880,Aunj Kumar,5,waw,2025-06-13 10:02:09,0,Neutral
881,Lebohang Maseko,5,best app for chatting,2025-06-13 10:01:39,0,Positive
882,Godwin Dura,4,Nice,2025-06-13 10:01:33,1,Positive
883,Mohd Arman,3,Good,2025-06-13 10:01:31,0,Positive
884,Prem Bahadur,5,व्हाट्सएप लोड होने के लिए,2025-06-13 09:58:37,0,Neutral
885,Manaranjan Tudu,5,good,2025-06-13 09:58:16,0,Positive
886,Thomas,4,Keeping privacy with cell phone updated and upgrading is good for my updating privacy,2025-06-13 09:57:12,0,Positive
887,Om Prakash Verma,5,good 5000,2025-06-13 09:56:57,0,Positive
888,Vakiteevdeepika Vakiteevsathvika,5,good,2025-06-13 09:56:07,0,Positive
889,Anita Chavan,5,nice,2025-06-13 09:54:43,0,Positive
890,Kevin Ntakirutimana,5,6 mois,2025-06-13 09:54:01,0,Neutral
891,Dilip Kumar Das,5,fine,2025-06-13 09:52:54,0,Positive
892,Sana Ansari,4,good and safe,2025-06-13 09:52:24,0,Positive
893,Anil Kumar,5,good,2025-06-13 09:51:56,0,Positive
894,Samar Das,3,"privacy lock is lagging, unable to open whatsapp",2025-06-13 09:51:49,0,Negative
895,Usman Khan,5,WhatsApp pin lock 🔐,2025-06-13 09:50:14,0,Neutral
896,Keshar Ahirwar,5,good,2025-06-13 09:50:01,0,Positive
897,Dineshkumar Kalaimani,5,nice for daily msg sending nd received if anyone asked by phone call definitely update their thoughts,2025-06-13 09:49:48,0,Positive
898,muhammad hilal,1,please help me out to unblock My Whatsapp account I am facing problem in my studies I didn't do anything against Whatsapp policies.please unlock My account. Actually My mobile has been stolen named Moto E4 plus but now I'm using vivo y17.,2025-06-13 09:49:31,0,Neutral
899,shah alam,5,Ok,2025-06-13 09:49:20,0,Positive
900,Shyam Sunder Sharma,5,exllent,2025-06-13 09:49:17,0,Neutral
901,Farooque Shaikh,5,Good,2025-06-13 09:48:56,0,Positive
902,Matladi Relebogile,5,i like to text my mom,2025-06-13 09:48:53,0,Neutral
903,Chetan Pawar,5,Very bad whatsapp.. you decresed status Time from 30 sec to 15 sec.. 😏,2025-06-13 09:48:48,0,Negative
904,Kayla Absolam,5,good results so far❤️,2025-06-13 09:48:42,0,Positive
905,Hina Kainat,5,good,2025-06-13 09:47:36,0,Positive
906,Shiva Nirojan,5,nice app,2025-06-13 09:45:19,0,Positive
907,shreelekha 2005,5,😍😍😍,2025-06-13 09:45:06,0,Neutral
908,Khalid Meo,5,its Wonder full app for contacting friend,2025-06-13 09:44:50,0,Positive
909,Bansilal Kumar,5,this app is good,2025-06-13 09:44:20,0,Positive
910,Rajya Laxmi,5,good,2025-06-13 09:43:00,0,Positive
911,Raju Kumar,1,I didn't liked latest update,2025-06-13 09:41:22,0,Positive
912,Kakali Samanta,5,outstanding,2025-06-13 09:40:58,0,Positive
913,Radha Rawat,5,very nice and good app,2025-06-13 09:39:55,0,Positive
914,Lipika Dey,5,আমি আমার ফোনে এই আ্যপ টা বার করতে পারে না কেন,2025-06-13 09:39:29,0,Neutral
915,Khan Uk,5,wow,2025-06-13 09:38:56,0,Neutral
916,Simlindile Ntuli,5,good app,2025-06-13 09:38:36,0,Positive
917,ARaS perlis,4,at the end of reading the message.. if you keep scrolling down.. it makes a call directly to the group.. please remove that function because in many groups there are many calls from the wrong group scroll down...tq,2025-06-13 09:38:36,0,Neutral
918,Abu bakr,1,my what'sapp is no longer in use due to spam,2025-06-13 09:37:41,0,Negative
919,Badal Gaskar,5,call,2025-06-13 09:36:47,0,Neutral
920,N. V,4,I wish they add a feature akin to snooze to be reminded at future or to schedule messages to be sent in future or some sort of reminder,2025-06-13 09:34:51,0,Neutral
921,Morris Birihanze,5,it's wonderful app,2025-06-13 09:33:22,0,Positive
922,Oplos Bdsat,5,Quiero Aser una llamadas de la,2025-06-13 09:31:56,0,Neutral
923,ZALA virendrasinh,1,status time problem old status frist show and new status is after show,2025-06-13 09:31:38,0,Positive
924,luana Sanchez,5,very good 👍😊,2025-06-13 09:31:11,0,Positive
925,Pravat Ghosh,1,my WhatsApp account temporary Ben after 2 days I was mail WhatsApp team but no respond,2025-06-13 09:28:56,0,Neutral
926,Kartik Patel,5,ok,2025-06-13 09:27:06,0,Positive
927,John Okusanya,5,excellent app for everyone,2025-06-13 09:26:59,0,Positive
928,LUYINDA HERMAN,5,It's Good to use this WhatsApp,2025-06-13 09:26:32,0,Positive
929,HARIETY MAPULANGA,2,some times does not work well.,2025-06-13 09:25:34,0,Neutral
930,zubaer hossain,5,sundor,2025-06-13 09:25:06,0,Neutral
